,anime_id,name,type,rating,genre,episodes,creators,aired_year,awards_no,descript
501,4085,Nerima Daikon Brothers,TV Series,7.05,"Comedy, Music",12,10,2006,0,"* Based on a manga by Kondou Takamitsu.
Hideki, leader of the Nerima Daikon Brothers, has a dream to build a dome in his hometown of Nerima to hold a concert for his band. Together with his cousin, Mako (whom he has a crush on), Ichiro, and Pandaikon (a panda he found in his yard that resembles a daikon), they strive to make money any way they can, and in the process, rid the world of evil-doers and steal their money in the process. With help from a rental guy, Nabeshin, who rents them outrageous items that always seem to help them defeat the bad guys, the Nerima Daikon Brothers sing their way to victory but always manage to lose the money they stole in the end. Even under the investigation of Inspector Karakuri, they never fail to fight for justice the Nerima-Daikon way.Source: ANN
	"
502,4088,The Third: Aoi Hitomi no Shoujo,TV Series,7.62,"Action, Adventure, Sci-Fi, Seinen",24,16,2006,0,"In the distant future, because of an interplanetary war that has continued on for centuries, the civilizations were ruined. Human beings have lost everything, and only 1/5th of the population survived. Pseudo-humans, The Third, are said to have appeared just after the war. They have a third red astral Eye on there forehead. Hence the third. Using them, they can control computer systems and so on, and rule the world by their superior intellect and abnormal abilities.
In this dark world, there is a girl named Honoka. She is a master-of-all-trades, and she accepts any job except taking a human life. She is also a master of chi and swordsmanship and is known by most as the Sword Dancer.
	"
503,4100,Wild 7 Another Bouryaku Unga,TV Series,5.38,"Action, Adventure, Police, Shounen",13,4,2002,0,"Wild 7 - Another is the latest work of Mikiya Mochizuki which tells a tale about Team Wild who is set to rescue the hostages in Double C, a cruiser occupied by a gang of terrorists.
	"
504,4112,Kage kara Mamoru!,TV Series,6.77,"Comedy, Romance, Shounen",12,14,2006,0,"* Based on the novel by Achi Tarou, art by Madara Sai, serialised in Comic Flapper.Kagemori Mamoru is a dowdy boy whose hair is dishevelled and wearing thick glasses. But actually he is the son of a ninja family. They have protected their neighbour, the Konnyaku family, secretly for 400 years. Mamoru has also protected the daughter, Konnyaku Yuuna, since they were in the kindergarten. When Yuuna is in trouble, Mamoru quickly puts on a ninja suit, and turns into a competent ninja to help her.Source: AnimeNfo
	"
505,4113,Yomigaeru Sora: Rescue Wings,TV Series,7.61,"Drama, Military, Seinen",12,16,2006,0,"* An original anime project developed as part of Bandai Visual's Rescue Wings multimedia franchise, about the search and rescue wing of the Japan Air Self Defense Force.
Second Lieutenant, Uchida Kazuhiro, is a new helicopter pilot. However what he really wanted to be was a fighter pilot to fly at supersonic speed in stratosphere. But he faced a harsh reality. During the pilot training, he was transferred to the rescue helicopter course. Now, he is working for the Komatsu Rescue Squad whose mission is only rescue.
At first he is depressed because he is assigned to the position that he doesn't wish. But, joining various missions, for example, rescue of airplane accidents, missing in mountains, earthquakes, and so forth, he gradually thinks it a challenging job.Source: AnimeNfo
	"
506,4116,Sasami: Mahou Shoujo Club,TV Series,6.35,"Fantasy, Magic, School",13,17,2006,0,"* Sasami, who gained popularity as the cutest character in the hit series ""Tenchi Muyo"", is now the star of her own series ""Sasami"".
The main character in this series, Sasami, is a young girl who was born with magical powers. She made a promise to her father to keep these magical powers a secret, and has not told anyone about them. Sasami is always cheerful and has many friends. One day she happens to join the cooking club at school with Misao, the new girl who does not fit in with her classmates and seems to be lonely. The new teacher in charge of the cooking club is Ms. Washu, and it turns out the club is actually the ""Magical Girls Club"". By joining the club, the fate of Sasami and that of her friends changes dramatically!
	"
507,4121,NHK ni Youkoso!,TV Series,8.55,"Comedy, Drama, Psychological, Romance",24,14,2006,0,"* Based on a novel by Takimoto Tatsuhiko, turned into a manga with illustration by Ooiwa Kenji.Satou Tatsuhiro, a 22-year-old socially withdrawn loner, barricades himself in his apartment, subsiding on a meagre allowance sent by his parents, only venturing to the outside world to buy food under cover of darkness. One day, afraid he might miss the utility person, he opens the door to find a cute, mysterious girl, accompanying an elderly religious solicitor.
Through what seems to be a chain of coincidences, the girl, Nakahara Misaki, enters Tatsuhiro's life, and promises him that she will cure him of his anti-social condition, provided that he follows the rules that she sets out for him.
This takes Tatsuhiro from a desperate attempt at creating a galge computer game, to unwittingly joining a suicide cult, to participating in a pyramid scheme, to immersing himself in a MMORPG, along the way touching upon everything between hikikomori and otaku culture, existentialism, solipsism, theology, suicide, sacrifice and love.
	"
508,4125,Gakuen Utopia Manabi Straight!,TV Series,7.48,"Comedy, School, Slice of Life",12,13,2007,0,"In 2035, due to the decreasing birth rate in Japan, the number of children has declined and many schools are in danger of having to close. At a time like this, an energetic and enthusiastic high school student transfers to a lifeless private school, the Seiou Academy.
Will the 16-year-old Amamiya Manami be able to bring colour and life back into the school?
	"
509,4143,Nana,TV Series,8.52,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",47,16,2006,1,"One day Komatsu Nana (Hachi) decides to go to Tokyo where she wants to start a new life with her boyfriend Shouji. There are only a few seats free on the train and thus she decides to sit next to a girl whose name is Oosaki Nana. As a vocalist Nana aims for a debut in Tokyo with her punk band Blast to become professional musicians. Her boyfriend Ren already made it as a guitarist for the famous Trapnest there.
After arriving in Tokyo their ways part - or so it seems. When searching for a flat to live in, they meet again and eventually decide to share it together. This strengthens their bond and together the Nanas go through their love lives and career in Tokyo.
	"
510,4144,Renkin San-kyuu Magical? Pokaan,TV Series,7.1,"Comedy, Ecchi, Magic, Parody, Vampire",12,13,2006,0,"The four princesses, Yuuma, the witch, Pachira, the vampire, Liru, the werewolf, and Aiko, the android, came to the human world from the magical land and have begun to live in a hut that looks like a birds nest on a big tree. Since they are not accustomed to living in the human world, their lives are a mess; Liru was about to be shot by a silver bullet, Pachira turned into ashes, Aiko was infected by virus, and Uma exposed her chest in public...Source: AnimeNfo
	"
511,4145,Amaenaide yo!! Katsu!!,TV Series,7.15,"Comedy, Ecchi, Harem, Romance, Supernatural",12,15,2006,0,"The life of apprentice Buddhist priest Satonaka Ikkou continues at grandmother Kawahara Joutoku's Saien Temple. A new girl named Kazusano Kazuki joins up with the six other girls and Ikkou. With Kazuki around, Ikkou will find himself in more embarrassing situations with these nuns-in-training.
	"
512,4146,Zero no Tsukaima,TV Series,7.78,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",13,16,2006,0,"Louise Valliere is a second-year student at the esteemed Magic Academy High School, but all of her classmates call her 'Zero Louise'. While no one doubts her magic ability, it is just that all of the spells that she casts go wrong, usually with disastrous and explosive results. Rumour has it that none of the spells that she tried to cast have ever gone as expected, which is how she picked up her nickname â Zero.
One of the most important second-year student rituals is the summoning of a familiar. A familiar once summoned will stay with the magician for rest of their life. A mage's magical familiar can appear in the form of any creature â as small as a mouse, as a fearsome fire salamander, and perhaps even as a dragon for an exceptional mage. True to form, Louise's familiar summoning spell goes very wrong and pulls Hiraga Saito from his life as a high school student in Japan into the magic world. The ritual is sacred and once started, cannot be changed, so Louise accepts her fate and gives Saito a kiss (on the lips) to seal their bond. The other students take delight in teasing Zero Louise at having summoned an ordinary commoner as a familiar, but they have forgotten that familiars are magical creatures and by their nature â are never ordinary or common.
	"
513,4147,Kamisama Kazoku,TV Series,7.36,"Comedy, Drama, Fantasy, Romance",13,14,2006,0,"Kamiyama Samatarou is not just an average high school boy. The truth is that he is the son of a god, his mother is a goddess and his sisters are candidates to become goddesses. They are living in the human world, because they want Samatarou to learn about human customs and their habits, so that he can become a better god.Tenko is an angel assigned to look after Samatarou. She was born at the same time as Samatarou and they have always been close friends. Life goes on normally, but this changes with the appearance of a transfer student named Komori Kumiko. Samatarou falls in love with her and decides to make her his girlfriend â without the godly powers the rest of his family possesses. Now if only his family would stop trying to be so helpful...Source: ANN
	"
